file_id	score
03d2930b-3e12-4e13-97d0-631a0ffd8116	0.0
03ddcf5d-71e8-4b8b-a962-c7ee30c3b759	0.0
03ec1d1f-af65-434b-bc61-f15a44be5d39	0.0
0425f453-f3d8-4cd6-8bd6-dceee30bebb2	0.0
042dfa90-cbd6-4885-855d-9e85dcc48f65	0.0
043457c4-6e53-43fd-b709-dd60099eed6e	0.0
04dd806a-b77b-443c-943e-79a006134dd8	0.0
04e5aafe-3912-4802-8f59-1f60f3bfd065	0.0
05d8f2b5-234f-4c84-b20e-c18f8c0dbe9e	0.0
0742cf40-3038-4464-afb0-a2d808fba84f	0.0
07b0ba21-f6de-4d4d-8614-2c4434aedda6	0.0
001fc80a-e6b7-4053-9f58-1995082b1576	1.0
06de2d94-de57-425d-94b1-1b04438358ff	1.0
0bdf0e8a-378f-412c-8341-276915672220	1.0
0c794baa-9627-41f4-af0c-5eb2b657866d	1.0
39c40ff9-3d82-43a8-a657-43aa291c88b6	1.0
4cd076f2-f65c-4798-a1f3-773fec69c8bd	1.0
4d814b9e-4f0b-4ad8-995a-be4fc8cdf82b	1.0
8b723694-97e5-42c1-83bd-7223ebfe0b80	1.0
96ecd3a1-7b84-4a2b-a96e-b78fd7323a1f	1.0
b3c51c37-daaa-40df-acec-4ec99a7cbc9b	1.0
dfc93def-48f2-4f06-bd8a-b6cd15089bca	1.0
e646e0e9-f0aa-4d8b-b418-64eb87e42d1f	1.0
eb71198a-c8ba-484d-88a2-38a1baec15e3	1.0
29dc0eca-6f9b-4cfb-acdf-edb3318ae400	5.0
43ed0617-fdc6-49d4-b69f-fac8389f8733	5.0
5762dd89-0a48-4b22-af4e-b0603dff34a1	5.0
7a89fcac-0748-4aff-9d5f-cd7e7fef8fef	5.0
faa8054e-e035-461d-892a-1b0ccb713104	5.0
2a443302-aaac-4130-bbe3-e4ca23a2e269	6.0
7099d730-309e-46eb-bbfc-2b7a76b0115b	6.0
92596921-2ac6-421f-b4c2-dfc8cac811bf	6.0
941bbf22-940b-4068-83dc-1acba1a4f1a1	6.0
ae79d898-a8b5-45c7-92b3-cf910fe7539c	6.0
18258ee1-05e0-419e-92ad-6f26e1e0f018	6.75
0af51d71-65e8-4120-a196-22d05b84bb2b	7.0
1468f297-ca04-4f26-9380-37aab698f4b3	7.0
219e7ea5-aff7-4e9d-8847-f7df5bd0c6a8	7.0
2af02197-5d86-4710-86c7-6d7082d3374a	7.0
3e452dcf-040f-4ab4-9435-4b93b18e019e	7.0
3e7d47b3-3aba-4532-9f5a-140df8440716	7.0
4e23ab87-3360-4729-94b5-6334311f4594	7.0
5990fde7-8103-47ad-ab89-a4ed59de063d	7.0
60287b07-c40c-4a21-b1a5-4c24bab568cb	7.0
618ed09f-a65b-4a69-a4f9-bd64c5fbb89c	7.0
6fd843d5-978b-4c9d-a390-3fa84a15cbfb	7.0
7a8051f8-cb60-4018-a333-ea8f175f1c4a	7.0
9dce7175-f755-4ef4-a5f0-7fbe3410d042	7.0
bce19f51-6031-4d38-8b57-95f37e111992	7.0
00d2fc02-29b0-4fcb-b38f-d1fbe7bc430d	7.75
0258e554-4df7-4b85-a397-f72dd2f7f185	7.75
06adde89-3c81-4003-b209-25289c6c3e90	7.75
07338214-7f88-4d91-a6bf-c867336c8abc	7.75
08ebee01-37f2-4763-a1c7-70f1724c52b9	7.75
1fd75423-94d8-4d0c-ab20-184509d0be3b	7.75
993e022d-ab12-4aa8-8266-b7765bc3bad5	7.75
d6c2ff0f-bca0-413d-994d-ab86eb272ba3	7.75
06902199-fbc7-46dc-becb-c9a56170ec70	8.0
07c9cf46-6843-4d84-b376-1746c290b6b9	8.0
0cfe83b5-8df2-43a0-80a6-34b2c2259551	8.0
20ee3a8a-e794-4200-b943-dd5be5704d56	8.0
214e8810-ca41-4f81-9a0a-142ae3a75778	8.0
23b9f306-af84-4d1f-a0fa-71869f61eb28	8.0
25f84dea-0950-40b7-9d1e-8b45269ac4e3	8.0
262f31a8-e7e5-4405-bec4-23c78ac224cb	8.0
2a1931d8-966b-4f2a-9150-7d3b1d54a8a5	8.0
2abc90e5-394c-4ea8-83b3-13c86f6bfc50	8.0
2afe91f0-8b93-488c-a5a0-5435ebc2c6e1	8.0
2f8f46be-7c76-43ea-9232-987cdb4c2263	8.0
30dd6b33-9784-4d43-8411-af1044bb3ef1	8.0
33b006bd-80aa-4616-9f40-9d7225415863	8.0
37f84957-22a0-4de4-bd1f-6833426b08d3	8.0
40a15a04-c81d-42f1-a646-80f60ab4e8c4	8.0
43a2e938-a775-4e77-be1e-eacd05dc1c33	8.0
52dab61e-f56b-4714-adc1-b7f7abbe6de4	8.0
57517bfc-370d-4ded-b4e5-9e87c67c2f0a	8.0
614a21df-9c0a-4cb5-bb09-15b14c187b29	8.0
63b7bd70-946e-4169-accb-062abba871cb	8.0
6be6c3d2-58a1-4e54-b8ab-0d04b1a3e077	8.0
6d10f5eb-7afc-456a-8240-990ee3ce7cfe	8.0
6df7fbaa-0bf0-4dab-9d00-a233f927e5b3	8.0
761ac307-ccd1-4bd6-bd46-d91bd1996b31	8.0
7c69e38c-3458-4d17-a6db-68f945cdc80a	8.0
7f9e57fe-1e9e-4acf-9b70-d5101a507442	8.0
8b5ecf9c-640d-424d-a10e-67b66c450a63	8.0
8f0afa3b-f7df-462c-b80c-b256ce104dc0	8.0
91fe513a-de23-4b39-b956-e44ed571a8d4	8.0
942bc242-bdea-4729-9106-1c8bb4cc7002	8.0
951cf970-36c1-4c92-b049-85f1d22cdf3d	8.0
98054505-f47f-47d2-b403-fd4d1efd2993	8.0
9c0b7bf1-9823-4adb-9cc2-4b03c7527920	8.0
a74ee449-93e7-4959-afb2-378bfc0d3cb2	8.0
b0836b0a-f999-46ac-9eaa-9455d2797a01	8.0
b895c62e-54fd-492e-b20d-239b6c0a4100	8.0
befbef3a-eade-4f37-a7e0-1f1c2f058373	8.0
c19d9ad6-779c-4fbb-a5f7-ee9c8980eb56	8.0
c8727106-af02-439c-b049-f82f402a8ad3	8.0
c957445c-0160-4b32-84ec-575951e53989	8.0
cb07ae10-6bd6-4294-a49c-c45f2bff4d7b	8.0
cb10712c-8c3b-4721-a94b-69ecf47608b9	8.0
d1cba9b9-2511-4549-aa34-3eb20a90e302	8.0
d43707da-9354-42af-9569-4c729f54fa38	8.0
d81732d1-e9ea-49b9-8848-30131fb1eb25	8.0
d86f139f-3f1e-4b63-a7f3-87656013576e	8.0
dbbf669c-52f9-491c-965e-7f8c18f946f3	8.0
f8836d03-df6d-4a99-bbf7-b560b7cdc23a	8.0
fa1e5bb3-0d04-49f8-a225-4e56468882cc	8.0
